race_id,当前显示名,中文名,英文名,等级,赛事类别,地区,场地,赛场,距离,月份,半月,赛季,年龄条件,性别限定,中文来源,英文来源,核对备注
one-win-turf-4-1-early-tokyo-1200-1,东京草地1200m一胜战,东京草地1200m一胜战,Tokyo Turf 1200m One-Win Class,1胜,one-win,日本,草地,东京,1200,1,1,四岁冬,4岁,,现有中文,按条件赛规则生成,
two-win-dirt-4-1-early-fukushima-1400-6,福岛泥地1400m二胜战,福岛泥地1400m二胜战,Fukushima Dirt 1400m Two-Win Class,2胜,two-win,日本,泥地,福岛,1400,1,1,四岁冬,4岁,,现有中文,按条件赛规则生成,
two-win-dirt-4-1-early-nakayama-1900-5,中山泥地1900m二胜战,中山泥地1900m二胜战,Nakayama Dirt 1900m Two-Win Class,2胜,two-win,日本,泥地,中山,1900,1,1,四岁冬,4岁,,现有中文,按条件赛规则生成,
two-win-dirt-4-1-early-tokyo-1700-4,东京泥地1700m二胜战,东京泥地1700m二胜战,Tokyo Dirt 1700m Two-Win Class,2胜,two-win,日本,泥地,东京,1700,1,1,四岁冬,4岁,,现有中文,按条件赛规则生成,
two-win-dirt-5-1-early-fukushima-1600-6,福岛泥地1600m二胜战,福岛泥地1600m二胜战,Fukushima Dirt 1600m Two-Win Class,2胜,two-win,日本,泥地,福岛,1600,1,1,五岁冬,5岁,,现有中文,按条件赛规则生成,
two-win-dirt-5-1-early-nakayama-1200-5,中山泥地1200m二胜战,中山泥地1200m二胜战,Nakayama Dirt 1200m Two-Win Class,2胜,two-win,日本,泥地,中山,1200,1,1,五岁冬,5岁,,现有中文,按条件赛规则生成,
two-win-dirt-5-1-early-tokyo-1800-4,东京泥地1800m二胜战,东京泥地1800m二胜战,Tokyo Dirt 1800m Two-Win Class,2胜,two-win,日本,泥地,东京,1800,1,1,五岁冬,5岁,,现有中文,按条件赛规则生成,
two-win-turf-4-1-early-kokura-2200-3,小仓草地2200m二胜战,小仓草地2200m二胜战,Kokura Turf 2200m Two-Win Class,2胜,two-win,日本,草地,小仓,2200,1,1,四岁冬,4岁,,现有中文,按条件赛规则生成,
two-win-turf-4-1-early-nakayama-1600-2,中山草地1600m二胜战,中山草地1600m二胜战,Nakayama Turf 1600m Two-Win Class,2胜,two-win,日本,草地,中山,1600,1,1,四岁冬,4岁,,现有中文,按条件赛规则生成,
two-win-turf-4-1-early-tokyo-1200-1,东京草地1200m二胜战,东京草地1200m二胜战,Tokyo Turf 1200m Two-Win Class,2胜,two-win,日本,草地,东京,1200,1,1,四岁冬,4岁,,现有中文,按条件赛规则生成,
two-win-turf-5-1-early-kokura-1600-3,小仓草地1600m二胜战,小仓草地1600m二胜战,Kokura Turf 1600m Two-Win Class,2胜,two-win,日本,草地,小仓,1600,1,1,五岁冬,5岁,,现有中文,按条件赛规则生成,
two-win-turf-5-1-early-nakayama-3000-2,中山草地3000m二胜战,中山草地3000m二胜战,Nakayama Turf 3000m Two-Win Class,2胜,two-win,日本,草地,中山,3000,1,1,五岁冬,5岁,,现有中文,按条件赛规则生成,
two-win-turf-5-1-early-tokyo-2200-1,东京草地2200m二胜战,东京草地2200m二胜战,Tokyo Turf 2200m Two-Win Class,2胜,two-win,日本,草地,东京,2200,1,1,五岁冬,5岁,,现有中文,按条件赛规则生成,
three-win-dirt-4-1-early-fukushima-1400-4,福岛泥地1400m三胜战,福岛泥地1400m三胜战,Fukushima Dirt 1400m Three-Win Class,3胜,three-win,日本,泥地,福岛,1400,1,1,四岁冬,4岁,,现有中文,按条件赛规则生成,
three-win-dirt-4-1-early-nakayama-1800-3,中山泥地1800m三胜战,中山泥地1800m三胜战,Nakayama Dirt 1800m Three-Win Class,3胜,three-win,日本,泥地,中山,1800,1,1,四岁冬,4岁,,现有中文,按条件赛规则生成,
three-win-dirt-5-1-early-fukushima-1600-4,福岛泥地1600m三胜战,福岛泥地1600m三胜战,Fukushima Dirt 1600m Three-Win Class,3胜,three-win,日本,泥地,福岛,1600,1,1,五岁冬,5岁,,现有中文,按条件赛规则生成,
three-win-dirt-5-1-early-nakayama-1900-3,中山泥地1900m三胜战,中山泥地1900m三胜战,Nakayama Dirt 1900m Three-Win Class,3胜,three-win,日本,泥地,中山,1900,1,1,五岁冬,5岁,,现有中文,按条件赛规则生成,
three-win-turf-4-1-early-kokura-2000-2,小仓草地2000m三胜战,小仓草地2000m三胜战,Kokura Turf 2000m Three-Win Class,3胜,three-win,日本,草地,小仓,2000,1,1,四岁冬,4岁,,现有中文,按条件赛规则生成,
three-win-turf-4-1-early-tokyo-1400-1,东京草地1400m三胜战,东京草地1400m三胜战,Tokyo Turf 1400m Three-Win Class,3胜,three-win,日本,草地,东京,1400,1,1,四岁冬,4岁,,现有中文,按条件赛规则生成,
three-win-turf-5-1-early-kokura-1400-2,小仓草地1400m三胜战,小仓草地1400m三胜战,Kokura Turf 1400m Three-Win Class,3胜,three-win,日本,草地,小仓,1400,1,1,五岁冬,5岁,,现有中文,按条件赛规则生成,
three-win-turf-5-1-early-tokyo-2400-1,东京草地2400m三胜战,东京草地2400m三胜战,Tokyo Turf 2400m Three-Win Class,3胜,three-win,日本,草地,东京,2400,1,1,五岁冬,5岁,,现有中文,按条件赛规则生成,
maiden-dirt-3-1-early-fukushima-1200-2,福岛泥地1200m未胜利战,福岛泥地1200m未胜利战,Fukushima Dirt 1200m Maiden,未胜利,maiden,日本,泥地,福岛,1200,1,1,三岁冬,3岁,,现有中文,按条件赛规则生成,
maiden-dirt-3-1-early-kokura-1000-1,小仓泥地1000m未胜利战,小仓泥地1000m未胜利战,Kokura Dirt 1000m Maiden,未胜利,maiden,日本,泥地,小仓,1000,1,1,三岁冬,3岁,,现有中文,按条件赛规则生成,
maiden-dirt-3-1-early-nakayama-1400-4,中山泥地1400m未胜利战,中山泥地1400m未胜利战,Nakayama Dirt 1400m Maiden,未胜利,maiden,日本,泥地,中山,1400,1,1,三岁冬,3岁,,现有中文,按条件赛规则生成,
maiden-dirt-3-1-early-tokyo-1800-3,东京泥地1800m未胜利战,东京泥地1800m未胜利战,Tokyo Dirt 1800m Maiden,未胜利,maiden,日本,泥地,东京,1800,1,1,三岁冬,3岁,,现有中文,按条件赛规则生成,
maiden-turf-3-1-early-fukushima-1200-4,福岛草地1200m未胜利战,福岛草地1200m未胜利战,Fukushima Turf 1200m Maiden,未胜利,maiden,日本,草地,福岛,1200,1,1,三岁冬,3岁,,现有中文,按条件赛规则生成,
maiden-turf-3-1-early-kokura-1000-3,小仓草地1000m未胜利战,小仓草地1000m未胜利战,Kokura Turf 1000m Maiden,未胜利,maiden,日本,草地,小仓,1000,1,1,三岁冬,3岁,,现有中文,按条件赛规则生成,
maiden-turf-3-1-early-nakayama-1400-2,中山草地1400m未胜利战,中山草地1400m未胜利战,Nakayama Turf 1400m Maiden,未胜利,maiden,日本,草地,中山,1400,1,1,三岁冬,3岁,,现有中文,按条件赛规则生成,
maiden-turf-3-1-early-tokyo-1000-1,东京草地1000m未胜利战,东京草地1000m未胜利战,Tokyo Turf 1000m Maiden,未胜利,maiden,日本,草地,东京,1000,1,1,三岁冬,3岁,,现有中文,按条件赛规则生成,
new-dirt-3-1-early-fukushima-1200-2,福岛泥地1200m新马战,福岛泥地1200m新马战,Fukushima Dirt 1200m Newcomer,新马,new,日本,泥地,福岛,1200,1,1,三岁冬,3岁,,现有中文,按条件赛规则生成,
new-dirt-3-1-early-kokura-1000-1,小仓泥地1000m新马战,小仓泥地1000m新马战,Kokura Dirt 1000m Newcomer,新马,new,日本,泥地,小仓,1000,1,1,三岁冬,3岁,,现有中文,按条件赛规则生成,
new-dirt-3-1-early-nakayama-1400-4,中山泥地1400m新马战,中山泥地1400m新马战,Nakayama Dirt 1400m Newcomer,新马,new,日本,泥地,中山,1400,1,1,三岁冬,3岁,,现有中文,按条件赛规则生成,
new-dirt-3-1-early-tokyo-1800-3,东京泥地1800m新马战,东京泥地1800m新马战,Tokyo Dirt 1800m Newcomer,新马,new,日本,泥地,东京,1800,1,1,三岁冬,3岁,,现有中文,按条件赛规则生成,
new-turf-3-1-early-fukushima-1200-4,福岛草地1200m新马战,福岛草地1200m新马战,Fukushima Turf 1200m Newcomer,新马,new,日本,草地,福岛,1200,1,1,三岁冬,3岁,,现有中文,按条件赛规则生成,
new-turf-3-1-early-kokura-1000-3,小仓草地1000m新马战,小仓草地1000m新马战,Kokura Turf 1000m Newcomer,新马,new,日本,草地,小仓,1000,1,1,三岁冬,3岁,,现有中文,按条件赛规则生成,
new-turf-3-1-early-nakayama-1400-2,中山草地1400m新马战,中山草地1400m新马战,Nakayama Turf 1400m Newcomer,新马,new,日本,草地,中山,1400,1,1,三岁冬,3岁,,现有中文,按条件赛规则生成,
new-turf-3-1-early-tokyo-1000-1,东京草地1000m新马战,东京草地1000m新马战,Tokyo Turf 1000m Newcomer,新马,new,日本,草地,东京,1000,1,1,三岁冬,3岁,,现有中文,按条件赛规则生成,
fairy-stakes,Fairy S,妖精锦标,Fairy S,G3,g3,日本,草地,中山,1600,1,1,三岁冬,3岁,牝马,自译待核对,现有英文,
kyoto-kimpai,京都金杯,京都金杯,Kyoto Kimpai,G3,g3,日本,草地,京都,1600,1,1,四岁冬,4岁以上,,现有中文,由ID自动生成待核对,
nakayama-kimpai,中山金杯,中山金杯,Nakayama Kimpai,G3,g3,日本,草地,中山,2000,1,1,四岁冬,4岁以上,,现有中文,由ID自动生成待核对,
shinzan-kinen,新山记念,新山记念,Shinzan Kinen,G3,g3,日本,草地,京都,1600,1,1,三岁冬,3岁,,现有中文,由ID自动生成待核对,
junior-cup,ジュニアC,少年杯,Junior Cup,L,op,日本,草地,中山,1600,1,1,三岁冬,3岁,,自译待核对,由ID自动生成待核对,
new-year-stakes,ニューイヤーS,新年锦标,New Year Stakes,L,op,日本,草地,中山,1600,1,1,四岁冬,4岁以上,,自译待核对,由ID自动生成待核对,
subaru-stakes,すばるS,昴星锦标,Subaru Stakes,L,op,日本,泥地,京都,1400,1,1,四岁冬,4岁以上,,自译待核对,由ID自动生成待核对,
yodo-tankyori-stakes,淀短距離S,淀短距离锦标,Yodo Tankyori Stakes,L,op,日本,草地,京都,1200,1,1,四岁冬,4岁以上,,自动规范化待核对,由ID自动生成待核对,
january-stakes,ジャニュアリーS,一月锦标,January Stakes,OP,op,日本,泥地,中山,1200,1,1,四岁冬,4岁以上,,自译待核对,由ID自动生成待核对,
manyo-stakes,万葉S,万叶锦标,Manyo Stakes,OP,op,日本,草地,京都,3000,1,1,四岁冬,4岁以上,,自动规范化待核对,由ID自动生成待核对,
one-win-dirt-3-1-late-hanshin-1900-6,阪神泥地1900m一胜战,阪神泥地1900m一胜战,Hanshin Dirt 1900m One-Win Class,1胜,one-win,日本,泥地,阪神,1900,1,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
one-win-dirt-3-1-late-kokura-1400-7,小仓泥地1400m一胜战,小仓泥地1400m一胜战,Kokura Dirt 1400m One-Win Class,1胜,one-win,日本,泥地,小仓,1400,1,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
one-win-dirt-3-1-late-kyoto-1700-5,京都泥地1700m一胜战,京都泥地1700m一胜战,Kyoto Dirt 1700m One-Win Class,1胜,one-win,日本,泥地,京都,1700,1,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
one-win-dirt-4-1-late-hanshin-1800-6,阪神泥地1800m一胜战,阪神泥地1800m一胜战,Hanshin Dirt 1800m One-Win Class,1胜,one-win,日本,泥地,阪神,1800,1,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
one-win-dirt-4-1-late-kokura-2100-7,小仓泥地2100m一胜战,小仓泥地2100m一胜战,Kokura Dirt 2100m One-Win Class,1胜,one-win,日本,泥地,小仓,2100,1,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
one-win-dirt-4-1-late-kyoto-1600-5,京都泥地1600m一胜战,京都泥地1600m一胜战,Kyoto Dirt 1600m One-Win Class,1胜,one-win,日本,泥地,京都,1600,1,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
one-win-turf-3-1-late-chukyo-1400-4,中京草地1400m一胜战,中京草地1400m一胜战,Chukyo Turf 1400m One-Win Class,1胜,one-win,日本,草地,中京,1400,1,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
one-win-turf-3-1-late-hanshin-2000-2,阪神草地2000m一胜战,阪神草地2000m一胜战,Hanshin Turf 2000m One-Win Class,1胜,one-win,日本,草地,阪神,2000,1,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
one-win-turf-3-1-late-kokura-2400-3,小仓草地2400m一胜战,小仓草地2400m一胜战,Kokura Turf 2400m One-Win Class,1胜,one-win,日本,草地,小仓,2400,1,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
one-win-turf-3-1-late-kyoto-1600-1,京都草地1600m一胜战,京都草地1600m一胜战,Kyoto Turf 1600m One-Win Class,1胜,one-win,日本,草地,京都,1600,1,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
one-win-turf-4-1-late-chukyo-2600-4,中京草地2600m一胜战,中京草地2600m一胜战,Chukyo Turf 2600m One-Win Class,1胜,one-win,日本,草地,中京,2600,1,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
one-win-turf-4-1-late-hanshin-1800-2,阪神草地1800m一胜战,阪神草地1800m一胜战,Hanshin Turf 1800m One-Win Class,1胜,one-win,日本,草地,阪神,1800,1,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
one-win-turf-4-1-late-kokura-2200-3,小仓草地2200m一胜战,小仓草地2200m一胜战,Kokura Turf 2200m One-Win Class,1胜,one-win,日本,草地,小仓,2200,1,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
one-win-turf-4-1-late-kyoto-1400-1,京都草地1400m一胜战,京都草地1400m一胜战,Kyoto Turf 1400m One-Win Class,1胜,one-win,日本,草地,京都,1400,1,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
two-win-dirt-4-1-late-chukyo-1600-6,中京泥地1600m二胜战,中京泥地1600m二胜战,Chukyo Dirt 1600m Two-Win Class,2胜,two-win,日本,泥地,中京,1600,1,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
two-win-dirt-4-1-late-hanshin-1200-5,阪神泥地1200m二胜战,阪神泥地1200m二胜战,Hanshin Dirt 1200m Two-Win Class,2胜,two-win,日本,泥地,阪神,1200,1,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
two-win-dirt-4-1-late-kyoto-1800-4,京都泥地1800m二胜战,京都泥地1800m二胜战,Kyoto Dirt 1800m Two-Win Class,2胜,two-win,日本,泥地,京都,1800,1,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
two-win-dirt-5-1-late-chukyo-1700-6,中京泥地1700m二胜战,中京泥地1700m二胜战,Chukyo Dirt 1700m Two-Win Class,2胜,two-win,日本,泥地,中京,1700,1,2,五岁冬,5岁,,现有中文,按条件赛规则生成,
two-win-dirt-5-1-late-hanshin-1400-5,阪神泥地1400m二胜战,阪神泥地1400m二胜战,Hanshin Dirt 1400m Two-Win Class,2胜,two-win,日本,泥地,阪神,1400,1,2,五岁冬,5岁,,现有中文,按条件赛规则生成,
two-win-dirt-5-1-late-kyoto-1900-4,京都泥地1900m二胜战,京都泥地1900m二胜战,Kyoto Dirt 1900m Two-Win Class,2胜,two-win,日本,泥地,京都,1900,1,2,五岁冬,5岁,,现有中文,按条件赛规则生成,
two-win-turf-4-1-late-hanshin-1800-2,阪神草地1800m二胜战,阪神草地1800m二胜战,Hanshin Turf 1800m Two-Win Class,2胜,two-win,日本,草地,阪神,1800,1,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
two-win-turf-4-1-late-kokura-2400-3,小仓草地2400m二胜战,小仓草地2400m二胜战,Kokura Turf 2400m Two-Win Class,2胜,two-win,日本,草地,小仓,2400,1,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
two-win-turf-4-1-late-kyoto-1400-1,京都草地1400m二胜战,京都草地1400m二胜战,Kyoto Turf 1400m Two-Win Class,2胜,two-win,日本,草地,京都,1400,1,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
two-win-turf-5-1-late-hanshin-1200-2,阪神草地1200m二胜战,阪神草地1200m二胜战,Hanshin Turf 1200m Two-Win Class,2胜,two-win,日本,草地,阪神,1200,1,2,五岁冬,5岁,,现有中文,按条件赛规则生成,
two-win-turf-5-1-late-kokura-1800-3,小仓草地1800m二胜战,小仓草地1800m二胜战,Kokura Turf 1800m Two-Win Class,2胜,two-win,日本,草地,小仓,1800,1,2,五岁冬,5岁,,现有中文,按条件赛规则生成,
two-win-turf-5-1-late-kyoto-2400-1,京都草地2400m二胜战,京都草地2400m二胜战,Kyoto Turf 2400m Two-Win Class,2胜,two-win,日本,草地,京都,2400,1,2,五岁冬,5岁,,现有中文,按条件赛规则生成,
three-win-dirt-4-1-late-chukyo-1600-4,中京泥地1600m三胜战,中京泥地1600m三胜战,Chukyo Dirt 1600m Three-Win Class,3胜,three-win,日本,泥地,中京,1600,1,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
three-win-dirt-4-1-late-hanshin-1900-3,阪神泥地1900m三胜战,阪神泥地1900m三胜战,Hanshin Dirt 1900m Three-Win Class,3胜,three-win,日本,泥地,阪神,1900,1,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
three-win-dirt-5-1-late-chukyo-1700-4,中京泥地1700m三胜战,中京泥地1700m三胜战,Chukyo Dirt 1700m Three-Win Class,3胜,three-win,日本,泥地,中京,1700,1,2,五岁冬,5岁,,现有中文,按条件赛规则生成,
three-win-dirt-5-1-late-hanshin-1200-3,阪神泥地1200m三胜战,阪神泥地1200m三胜战,Hanshin Dirt 1200m Three-Win Class,3胜,three-win,日本,泥地,阪神,1200,1,2,五岁冬,5岁,,现有中文,按条件赛规则生成,
three-win-turf-4-1-late-kokura-2200-2,小仓草地2200m三胜战,小仓草地2200m三胜战,Kokura Turf 2200m Three-Win Class,3胜,three-win,日本,草地,小仓,2200,1,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
three-win-turf-4-1-late-kyoto-1600-1,京都草地1600m三胜战,京都草地1600m三胜战,Kyoto Turf 1600m Three-Win Class,3胜,three-win,日本,草地,京都,1600,1,2,四岁冬,4岁,,现有中文,按条件赛规则生成,
three-win-turf-5-1-late-kokura-1600-2,小仓草地1600m三胜战,小仓草地1600m三胜战,Kokura Turf 1600m Three-Win Class,3胜,three-win,日本,草地,小仓,1600,1,2,五岁冬,5岁,,现有中文,按条件赛规则生成,
three-win-turf-5-1-late-kyoto-3000-1,京都草地3000m三胜战,京都草地3000m三胜战,Kyoto Turf 3000m Three-Win Class,3胜,three-win,日本,草地,京都,3000,1,2,五岁冬,5岁,,现有中文,按条件赛规则生成,
maiden-dirt-3-1-late-chukyo-1400-2,中京泥地1400m未胜利战,中京泥地1400m未胜利战,Chukyo Dirt 1400m Maiden,未胜利,maiden,日本,泥地,中京,1400,1,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
maiden-dirt-3-1-late-hanshin-1600-4,阪神泥地1600m未胜利战,阪神泥地1600m未胜利战,Hanshin Dirt 1600m Maiden,未胜利,maiden,日本,泥地,阪神,1600,1,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
maiden-dirt-3-1-late-kokura-1200-1,小仓泥地1200m未胜利战,小仓泥地1200m未胜利战,Kokura Dirt 1200m Maiden,未胜利,maiden,日本,泥地,小仓,1200,1,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
maiden-dirt-3-1-late-kyoto-1200-3,京都泥地1200m未胜利战,京都泥地1200m未胜利战,Kyoto Dirt 1200m Maiden,未胜利,maiden,日本,泥地,京都,1200,1,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
maiden-turf-3-1-late-chukyo-1400-4,中京草地1400m未胜利战,中京草地1400m未胜利战,Chukyo Turf 1400m Maiden,未胜利,maiden,日本,草地,中京,1400,1,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
maiden-turf-3-1-late-hanshin-1600-2,阪神草地1600m未胜利战,阪神草地1600m未胜利战,Hanshin Turf 1600m Maiden,未胜利,maiden,日本,草地,阪神,1600,1,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
maiden-turf-3-1-late-kokura-1200-3,小仓草地1200m未胜利战,小仓草地1200m未胜利战,Kokura Turf 1200m Maiden,未胜利,maiden,日本,草地,小仓,1200,1,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
maiden-turf-3-1-late-kyoto-1200-1,京都草地1200m未胜利战,京都草地1200m未胜利战,Kyoto Turf 1200m Maiden,未胜利,maiden,日本,草地,京都,1200,1,2,三岁冬,3岁,,现有中文,按条件赛规则生成,
